%DataLog%
Filename: STOCK_03_Kickdown_Pass.csv
Vehicle ID: SIM-STOCK-01ECU Strategy: OEM-FACTORY-V1.0
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
9.045,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.84
9.095,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.84
9.146,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
9.196,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.83
9.246,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.71
9.296,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
9.347,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.77
9.397,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.79
9.447,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.77
9.497,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.82
9.548,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.92
9.598,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.77
9.648,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.76
9.698,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
9.749,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.68
9.799,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
9.849,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.77
9.899,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.89
9.95,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.75
10.0,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.84
