%DataLog%
Filename: SIM_03_HPFP_Pump_Failure.csv
Vehicle ID: SIM-TUNER-01
ECU Strategy: Stage-X-V2.4
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
9.095,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
9.146,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.82
9.196,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.83
9.246,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.82
9.296,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.86
9.347,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.87
9.397,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.72
9.447,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.87
9.497,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
9.548,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.75
9.598,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.77
9.648,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
9.698,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
9.749,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.75
9.799,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.79
9.849,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.74
9.899,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
9.95,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.81
10.0,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
