%DataLog%
Filename: SIM_02_Track_Day_HeatSoak.csv
Vehicle ID: SIM-TUNER-01
ECU Strategy: Stage-X-V2.4
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
8.995,5380.0,80.0,80.0,21.1,90.9,14.85,22.32,-3.95,2000.0,75.0,54.5,64.0,70.8,90.0,-0.75,4.5,13.84
9.045,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,71.0,90.0,0.0,4.5,13.84
9.095,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,71.2,90.0,0.0,4.5,13.81
9.146,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,71.4,90.0,0.0,4.5,13.8
9.196,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,71.6,90.0,0.0,4.5,13.79
9.246,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,71.8,90.0,0.0,4.5,13.7
9.296,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,72.0,90.0,0.0,4.5,13.82
9.347,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,72.2,90.0,0.0,4.5,13.79
9.397,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,72.4,90.0,0.0,4.5,13.81
9.447,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,72.6,90.0,0.0,4.5,13.83
9.497,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,72.8,90.0,0.0,4.5,13.79
9.548,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,73.0,90.0,0.0,4.5,13.84
9.598,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,73.2,90.0,0.0,4.5,13.77
9.648,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,73.4,90.0,0.0,4.5,13.77
9.698,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,73.6,90.0,0.0,4.5,13.78
9.749,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,73.8,90.0,0.0,4.5,13.82
9.799,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,74.0,90.0,0.0,4.5,13.85
9.849,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,74.2,90.0,0.0,4.5,13.87
9.899,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,74.4,90.0,0.0,4.5,13.74
9.95,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,74.6,90.0,0.0,4.5,13.81
10.0,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,74.8,90.0,0.0,4.5,13.77
