%DataLog%
Filename: LONG_DRIVE_BMW_M3_S58.csv
Vehicle ID: BMW-M3-G80-S58
Logger: Bootmod3 v2.5.1
--------------------------------------------------
Timestamp [s],(RAM) Engine Speed [1/min],Accel. Pedal [%],Throttle Angle [%],Boost (Pre-Throttle) [psig],(RAM) Boost Pressure (Target) [psig],Lambda Act. [AFR],Mass Air Flow [g/s],Ignition Timing [deg],Ignition Timing Corr. Cyl 3 [deg],HPFP Act. [psig],LPFP Act. (Raw) [psig],WGDC (Actual) [%],Oil Temp [deg C],Coolant Temp [deg C],Vehicle Speed [mph],Gear [-],STFT [%],Battery Voltage [V] 
52.126,1750.0,19.82713318564871,18.9,-7.0,24.5,14.65,13.85,30.6,0.0,1212.0,71.0,13.2,64.3,69.1,11.0,2,0.5,13.74
52.226,1750.0,19.672897291942075,18.7,-7.0,24.5,14.63,9.77,30.6,0.0,1216.0,71.0,13.1,64.4,69.1,11.1,2,0.66,13.74
52.326,1750.0,19.47197135314883,18.6,-7.0,24.5,14.62,15.58,30.6,0.0,1202.0,71.0,13.0,64.4,69.2,11.2,2,0.8,13.74
52.426,1760.0,19.226362954832116,18.4,-7.0,24.5,14.61,14.87,30.6,0.0,1175.0,71.0,12.9,64.4,69.2,11.2,2,0.9,13.74
52.526,1760.0,18.93852613492059,18.2,-7.0,24.5,14.6,11.86,30.6,0.0,1184.0,71.0,12.7,64.4,69.2,11.2,2,0.97,13.74
52.626,1760.0,18.611336863772564,17.9,-7.0,24.5,14.6,12.96,30.6,0.0,1195.0,71.0,12.5,64.5,69.2,11.3,2,1.0,13.74
52.726,1760.0,18.24806430843098,17.6,-7.0,24.5,14.6,13.23,30.6,0.0,1226.0,71.0,12.3,64.5,69.2,11.4,2,0.99,13.74
52.826,1770.0,17.85233816818686,17.3,-7.0,24.5,14.61,15.45,30.6,0.0,1177.0,71.0,12.1,64.5,69.2,11.4,2,0.94,13.74
52.926,1770.0,17.428112407823864,16.9,-7.0,24.5,14.62,12.56,30.6,0.0,1205.0,71.0,11.8,64.5,69.3,11.5,2,0.85,13.74
53.027,1770.0,16.97962575090917,16.6,-7.0,24.5,14.63,13.71,30.6,0.0,1208.0,71.0,11.6,64.6,69.3,11.5,2,0.73,13.74
53.127,1770.0,16.511359327868636,16.2,-7.0,24.5,14.64,14.56,30.6,0.0,1179.0,71.0,11.3,64.6,69.3,11.6,2,0.58,13.74
53.227,1780.0,16.027991902013007,15.8,-7.0,24.5,14.66,15.7,30.6,0.0,1215.0,71.0,11.1,64.6,69.3,11.6,2,0.4,13.74
53.327,1780.0,15.534353120881407,15.4,-7.0,24.5,14.68,15.36,30.6,0.0,1171.0,71.0,10.8,64.7,69.3,11.6,2,0.21,13.74
53.427,1780.0,15.035375259999618,15.0,-7.0,24.5,14.7,16.92,30.6,0.0,1208.0,71.0,10.5,64.7,69.3,11.7,2,0.01,13.74
53.527,1780.0,14.536043941213457,14.6,-7.0,24.5,14.72,13.56,30.6,0.0,1187.0,71.0,10.2,64.7,69.4,11.8,2,-0.18,13.74
53.627,1790.0,14.041348318003172,14.2,-7.0,24.5,14.74,16.37,30.6,0.0,1208.0,71.0,9.9,64.7,69.4,11.8,2,-0.38,13.74
53.727,1790.0,13.556231225511283,13.8,-7.0,24.5,14.76,17.31,30.6,0.0,1176.0,71.0,9.7,64.8,69.4,11.9,2,-0.55,13.74
53.827,1790.0,13.08553979336758,13.5,-7.0,24.5,14.77,14.31,30.6,0.0,1195.0,71.0,9.4,64.8,69.4,11.9,2,-0.71,13.74
53.927,1790.0,12.633977014772144,13.1,-7.0,24.5,14.78,10.89,30.6,0.0,1199.0,71.0,9.2,64.8,69.4,12.0,2,-0.83,13.74
54.027,1800.0,12.206054755741919,12.8,-7.0,24.5,14.79,15.33,30.6,0.0,1199.0,71.0,9.0,64.8,69.4,12.0,2,-0.93,13.74
54.127,1800.0,11.80604867403678,12.4,-7.0,24.5,14.8,15.37,30.6,0.0,1196.0,71.0,8.7,64.9,69.5,12.0,2,-0.98,13.74
54.227,1800.0,11.43795549820073,12.2,-7.0,24.5,14.8,17.28,30.6,0.0,1175.0,71.0,8.5,64.9,69.5,12.1,2,-1.0,13.74
54.327,1800.0,11.105453093571292,11.9,-7.0,24.5,14.8,16.28,30.6,0.0,1190.0,71.0,8.3,64.9,69.5,12.2,2,-0.98,13.74
54.427,1810.0,10.811863714264842,11.6,-7.0,24.5,14.79,12.94,30.6,0.0,1182.0,71.0,8.1,65.0,69.5,12.2,2,-0.92,13.74
54.527,1810.0,10.560120808311684,11.4,-7.0,24.5,14.78,14.47,30.6,0.0,1202.0,71.0,8.0,65.0,69.5,12.2,2,-0.82,13.74
54.627,1810.0,10.352739707612919,11.3,-7.0,24.5,14.77,15.19,30.6,0.0,1187.0,71.0,7.9,65.0,69.6,12.3,2,-0.69,13.74
54.727,1810.0,10.191792495575676,11.2,-7.0,24.5,14.75,12.79,30.6,0.0,1208.0,71.0,7.8,65.0,69.6,12.4,2,-0.53,13.74
54.827,1820.0,10.078887303540556,11.1,-7.0,24.5,14.73,10.96,30.6,0.0,1197.0,71.0,7.8,65.1,69.6,12.4,2,-0.35,13.74
54.927,1820.0,10.015152242864877,11.0,-7.0,24.5,14.72,15.58,30.6,0.0,1222.0,71.0,7.7,65.1,69.6,12.5,2,-0.16,13.74
55.028,1820.0,10.0012241332069,11.0,-7.0,24.5,14.7,14.44,30.6,0.0,1194.0,71.0,7.7,65.1,69.6,12.5,2,0.04,13.74
55.128,1820.0,10.037242139634307,11.0,-7.0,24.5,14.68,13.7,30.6,0.0,1199.0,71.0,7.7,65.2,69.6,12.6,2,0.24,13.74
55.228,1830.0,10.122846382132845,11.1,-7.0,24.5,14.66,11.72,30.6,0.0,1192.0,71.0,7.8,65.2,69.7,12.6,2,0.43,13.74
55.328,1830.0,10.25718153140847,11.2,-7.0,24.5,14.64,13.56,30.6,0.0,1190.0,71.0,7.8,65.2,69.7,12.6,2,0.6,13.74
55.428,1830.0,10.438905355054917,11.4,-7.0,24.5,14.63,16.14,30.6,0.0,1217.0,71.0,8.0,65.2,69.7,12.7,2,0.75,13.74
55.528,1830.0,10.666202128696204,11.5,-7.0,24.5,14.61,8.85,30.6,0.0,1220.0,71.0,8.0,65.3,69.7,12.8,2,0.86,13.74
55.628,1840.0,10.936800778104459,11.7,-7.0,24.5,14.61,14.9,30.6,0.0,1209.0,71.0,8.2,65.3,69.7,12.8,2,0.95,13.74
55.728,1840.0,11.247997571022808,12.0,-7.0,24.5,14.6,13.51,30.6,0.0,1218.0,71.0,8.4,65.3,69.7,12.8,2,0.99,13.74
55.828,1840.0,11.596683131964387,12.3,-7.0,24.5,14.6,13.14,30.6,0.0,1228.0,71.0,8.6,65.3,69.8,12.9,2,1.0,13.74
55.928,1840.0,11.979373510064393,12.6,-7.0,24.5,14.6,14.42,30.6,0.0,1222.0,71.0,8.8,65.4,69.8,13.0,2,0.96,13.74
56.028,1850.0,12.392244989565441,12.9,-7.0,24.5,14.61,12.26,30.6,0.0,1196.0,71.0,9.0,65.4,69.8,13.0,2,0.89,13.74
56.128,1850.0,12.83117229512158,13.3,-7.0,24.5,14.62,11.86,30.6,0.0,1184.0,71.0,9.3,65.4,69.8,13.0,2,0.78,13.74
56.228,1850.0,13.291769810185743,13.6,-7.0,24.5,14.64,15.62,30.6,0.0,1210.0,71.0,9.5,65.5,69.8,13.1,2,0.64,13.74
56.328,1850.0,13.769435396640702,14.0,-7.0,24.5,14.65,13.03,30.6,0.0,1194.0,71.0,9.8,65.5,69.9,13.2,2,0.48,13.74
56.428,1860.0,14.259396377841853,14.4,-7.0,24.5,14.67,17.52,30.6,0.0,1234.0,71.0,10.1,65.5,69.9,13.2,2,0.29,13.74
56.528,1860.0,14.756757225624563,14.8,-7.0,24.5,14.69,14.31,30.6,0.0,1181.0,71.0,10.4,65.5,69.9,13.2,2,0.1,13.74
56.628,1860.0,15.256548474803498,15.2,-7.0,24.5,14.71,11.52,30.6,0.0,1197.0,71.0,10.6,65.6,69.9,13.3,2,-0.1,13.74
56.728,1860.0,15.753776376425845,15.6,-7.0,24.5,14.73,12.28,30.6,0.0,1186.0,71.0,10.9,65.6,69.9,13.4,2,-0.3,13.74
56.828,1870.0,16.24347279366029,16.0,-7.0,24.5,14.75,15.81,30.6,0.0,1219.0,71.0,11.2,65.6,69.9,13.4,2,-0.48,13.74
56.928,1870.0,16.720744841777936,16.4,-7.0,24.5,14.76,15.68,30.6,0.0,1214.0,71.0,11.5,65.6,70.0,13.4,2,-0.65,13.74
57.029,1870.0,17.180823776239123,16.7,-7.0,24.5,14.78,14.81,30.6,0.0,1192.0,71.0,11.7,65.7,70.0,13.5,2,-0.78,13.74
57.129,1870.0,17.619112640412663,17.1,-7.0,24.5,14.79,16.82,30.6,0.0,1213.0,71.0,12.0,65.7,70.0,13.6,2,-0.89,13.74
57.229,1880.0,18.03123219684673,17.4,-7.0,24.5,14.8,14.56,30.6,0.0,1195.0,71.0,12.2,65.7,70.0,13.6,2,-0.96,13.74
57.329,1880.0,18.413064683162048,17.7,-7.0,24.5,14.8,15.94,30.6,0.0,1189.0,71.0,12.4,65.8,70.0,13.6,2,-1.0,13.74
57.429,1880.0,18.760794955372397,18.0,-7.0,24.5,14.8,16.48,30.6,0.0,1209.0,71.0,12.6,65.8,70.0,13.7,2,-0.99,13.74
57.529,1880.0,19.07094860754217,18.3,-7.0,24.5,14.79,13.04,30.6,0.0,1199.0,71.0,12.8,65.8,70.1,13.8,2,-0.95,13.74
57.629,1890.0,19.340426686902106,18.5,-7.0,24.5,14.79,13.31,30.6,0.0,1191.0,71.0,13.0,65.8,70.1,13.8,2,-0.86,13.74
57.729,1890.0,19.566536657560825,18.7,-7.0,24.5,14.77,13.45,30.6,0.0,1189.0,71.0,13.1,65.9,70.1,13.8,2,-0.74,13.74
57.829,1890.0,19.747019303433518,18.8,-7.0,24.5,14.76,12.2,30.6,0.0,1194.0,71.0,13.2,65.9,70.1,13.9,2,-0.6,13.74
57.929,1890.0,19.88007130158226,18.9,-7.0,24.5,14.74,16.89,30.6,0.0,1184.0,71.0,13.2,65.9,70.1,14.0,2,-0.42,13.74
58.029,1900.0,19.964363240422685,19.0,-7.0,24.5,14.72,13.75,30.6,0.0,1187.0,71.0,13.3,66.0,70.2,14.0,2,-0.24,13.74
58.129,1900.0,19.999052902765126,19.0,-7.0,24.5,14.7,18.28,30.6,0.0,1203.0,71.0,13.3,66.0,70.2,14.0,2,-0.04,13.74
58.229,1900.0,19.983793680970326,19.0,-7.0,24.5,14.68,14.13,30.6,0.0,1161.0,71.0,13.3,66.0,70.2,14.1,2,0.16,13.74
58.329,1900.0,19.91873804013843,18.9,-7.0,24.5,14.66,15.2,30.6,0.0,1198.0,71.0,13.2,66.0,70.2,14.2,2,0.35,13.74
58.429,1910.0,19.80453599472809,18.8,-7.0,24.5,14.65,19.14,30.6,0.0,1193.0,71.0,13.2,66.1,70.2,14.2,2,0.53,13.74
58.529,1910.0,19.642328613826894,18.7,-7.0,24.5,14.63,18.43,30.6,0.0,1207.0,71.0,13.1,66.1,70.2,14.2,2,0.69,13.74
58.629,1910.0,19.43373661996614,18.5,-7.0,24.5,14.62,15.08,30.6,0.0,1163.0,71.0,13.0,66.1,70.3,14.3,2,0.82,13.74
58.729,1910.0,19.180844195397157,18.3,-7.0,24.5,14.61,16.73,30.6,0.0,1203.0,71.0,12.8,66.1,70.3,14.4,2,0.92,13.74
58.829,1920.0,18.88617815763111,18.1,-7.0,24.5,14.6,17.05,30.6,0.0,1165.0,71.0,12.7,66.2,70.3,14.4,2,0.98,13.74
58.929,1920.0,18.55268271231372,17.8,-7.0,24.5,14.6,10.08,30.6,0.0,1179.0,71.0,12.5,66.2,70.3,14.4,2,1.0,13.74
59.03,1920.0,18.18369003569569,17.5,-7.0,24.5,14.6,14.6,30.6,0.0,1180.0,71.0,12.2,66.2,70.3,14.5,2,0.98,13.74
59.13,1920.0,17.782886980628966,17.2,-7.0,24.5,14.61,15.61,30.6,0.0,1192.0,71.0,12.0,66.3,70.3,14.6,2,0.92,13.74
59.23,1930.0,17.354278238751935,16.9,-7.0,24.5,14.62,15.68,30.6,0.0,1207.0,71.0,11.8,66.3,70.4,14.6,2,0.83,13.74
59.33,1930.0,16.902146326934208,16.5,-7.0,24.5,14.63,17.16,30.6,0.0,1217.0,71.0,11.5,66.3,70.4,14.6,2,0.7,13.74
59.43,1930.0,16.431008797783733,16.1,-7.0,24.5,14.65,16.32,30.6,0.0,1181.0,71.0,11.3,66.3,70.4,14.7,2,0.55,13.74
59.53,1930.0,15.945573101754457,15.8,-7.0,24.5,14.66,16.08,30.6,0.0,1230.0,71.0,11.1,66.4,70.4,14.8,2,0.37,13.74
59.63,1940.0,15.450689551857327,15.4,-7.0,24.5,14.68,16.79,30.6,0.0,1224.0,71.0,10.8,66.4,70.4,14.8,2,0.18,13.74
59.73,1940.0,14.951302860936197,15.0,-7.0,24.5,14.7,16.58,30.6,0.0,1186.0,71.0,10.5,66.4,70.4,14.8,2,-0.02,13.74
59.83,1940.0,14.452402735731459,14.6,-7.0,24.5,14.72,17.25,30.6,0.0,1176.0,71.0,10.2,66.4,70.5,14.9,2,-0.22,13.74
59.93,1940.0,13.958974021379703,14.2,-7.0,24.5,14.74,13.52,30.6,0.0,1196.0,71.0,9.9,66.5,70.5,15.0,2,-0.41,13.74
60.03,1390.0,0.0,10.0,-7.0,24.5,14.76,9.82,30.6,0.0,1207.0,71.0,7.0,66.5,70.5,14.8,2,-0.58,13.74
60.13,1390.0,1.4993750781203499,11.2,-7.0,24.5,14.77,10.83,30.6,0.0,1208.0,71.0,7.8,66.5,70.5,14.8,2,-0.73,13.74
60.23,1380.0,2.9950024994048445,12.4,-7.0,24.5,14.79,8.32,30.6,0.0,1215.0,71.0,8.7,66.6,70.5,14.7,2,-0.85,13.74
60.33,1380.0,4.4831439742079775,13.6,-7.0,24.5,14.79,11.41,30.6,0.0,1189.0,71.0,9.5,66.6,70.6,14.6,2,-0.94,13.74
60.43,1380.0,5.960079923851836,14.8,-7.0,24.5,14.8,10.48,30.6,0.0,1164.0,71.0,10.4,66.6,70.6,14.6,2,-0.99,13.74
60.53,1380.0,7.4221187776356885,15.9,-7.0,24.5,14.8,7.94,30.6,0.0,1226.0,71.0,11.1,66.6,70.6,14.6,2,-1.0,13.74
60.63,1380.0,8.865606199840188,17.1,-7.0,24.5,14.8,8.96,30.6,0.0,1204.0,71.0,12.0,66.7,70.6,14.6,2,-0.97,13.74
60.73,1380.0,10.286934223663541,18.2,-7.0,24.5,14.79,10.59,30.6,0.0,1153.0,71.0,12.7,66.7,70.6,14.6,2,-0.9,13.74
60.83,1380.0,11.682550269259515,19.3,-7.0,24.5,14.78,10.19,30.6,0.0,1203.0,71.0,13.5,66.7,70.6,14.6,2,-0.8,13.74
60.93,1380.0,13.048966023336908,20.4,5.01,24.5,14.77,27.55,20.99,0.0,1194.0,71.0,14.3,66.7,70.7,14.6,2,-0.66,13.74
61.031,1380.0,14.38276615812609,21.5,5.27,24.5,14.75,27.8,20.78,0.0,1171.0,71.0,15.0,66.8,70.7,14.7,2,-0.5,13.74
61.131,1380.0,15.680616867919777,22.5,5.52,24.5,14.73,25.55,20.58,0.0,1201.0,71.0,15.7,66.8,70.7,14.7,2,-0.32,13.74
61.231,1390.0,16.939274201851063,23.6,5.77,24.5,14.71,28.04,20.38,0.0,1162.0,71.0,16.5,66.8,70.7,14.8,2,-0.12,13.74
61.331,1390.0,18.155592172081185,24.5,6.01,24.5,14.69,25.41,20.19,0.0,1171.0,71.0,17.2,66.9,70.7,14.9,2,0.08,13.74
61.431,1390.0,19.326530617130732,25.5,6.24,24.5,14.67,29.22,20.01,0.0,1210.0,71.0,17.8,66.9,70.7,15.0,2,0.27,13.74
61.531,1400.0,20.449162800700023,26.4,6.46,24.5,14.65,29.12,19.83,0.0,1229.0,71.0,18.5,66.9,70.8,15.1,2,0.46,13.74
61.631,1400.0,21.520682726985683,27.2,6.67,24.5,14.64,31.26,19.67,0.0,1214.0,71.0,19.0,66.9,70.8,15.2,2,0.63,13.74
61.731,1410.0,22.538412154208782,28.0,6.87,24.5,14.62,30.44,19.51,0.0,1165.0,71.0,19.6,67.0,70.8,15.3,2,0.77,13.74
61.831,1410.0,23.499807288824503,28.8,7.06,24.5,14.61,32.06,19.36,0.0,1193.0,71.0,20.2,67.0,70.8,15.4,2,0.88,13.74
61.931,1420.0,24.402465143681212,29.5,7.23,24.5,14.6,29.12,19.21,0.0,1208.0,71.0,20.6,67.0,70.8,15.6,2,0.96,13.74
62.031,1420.0,25.244129544236895,30.2,7.4,24.5,14.6,33.3,19.08,0.0,1193.0,71.0,21.1,67.0,70.8,15.7,2,1.0,13.74
62.131,1430.0,26.02269676782051,30.8,7.55,24.5,14.6,29.03,18.96,0.0,1221.0,71.0,21.6,67.1,70.9,15.9,2,0.99,13.74
62.231,1440.0,26.73622080184306,31.4,7.69,24.5,14.6,31.72,18.85,0.0,1211.0,71.0,22.0,67.1,70.9,16.1,2,0.95,13.74
62.331,1440.0,27.38291820781563,31.9,7.82,24.5,14.61,35.63,18.75,0.0,1220.0,71.0,22.3,67.1,70.9,16.2,2,0.87,13.74
62.431,1450.0,27.961172579016793,32.4,7.93,24.5,14.62,32.87,18.66,0.0,1208.0,71.0,22.7,67.2,70.9,16.4,2,0.76,13.74
62.531,1460.0,28.469538580667585,32.8,8.03,24.5,14.64,34.73,18.58,0.0,1231.0,71.0,23.0,67.2,70.9,16.6,2,0.62,13.74
62.631,1470.0,28.906745562515788,33.1,8.12,24.5,14.66,34.38,18.51,0.0,1185.0,71.0,23.2,67.2,71.0,16.8,2,0.45,13.74
62.731,1470.0,29.271700734799772,33.4,8.19,24.5,14.67,31.34,18.45,0.0,1211.0,71.0,23.4,67.2,71.0,17.0,2,0.26,13.74
62.831,1480.0,29.56349189965381,33.7,8.24,24.5,14.69,32.64,18.4,0.0,1173.0,71.0,23.6,67.3,71.0,17.2,2,0.06,13.74
62.931,1490.0,29.781389731127653,33.8,8.29,24.5,14.71,35.41,18.37,0.0,1209.0,71.0,23.7,67.3,71.0,17.4,2,-0.14,13.74
63.032,1500.0,29.924849598121632,33.9,8.32,24.5,14.73,33.1,18.35,0.0,1227.0,71.0,23.7,67.3,71.0,17.6,2,-0.33,13.74
63.132,1510.0,29.99351292568071,34.0,8.33,24.5,14.75,34.96,18.34,0.0,1204.0,71.0,23.8,67.4,71.0,17.8,2,-0.51,13.74
63.232,1510.0,29.987208091245154,34.0,8.33,24.5,14.77,35.32,18.34,0.0,1170.0,71.0,23.8,67.4,71.1,18.0,2,-0.67,13.74
63.332,1520.0,29.90595085361757,33.9,8.31,24.5,14.78,34.29,18.35,0.0,1205.0,71.0,23.7,67.4,71.1,18.2,2,-0.81,13.74
63.432,1530.0,29.74994431357406,33.8,8.28,24.5,14.79,32.85,18.38,0.0,1238.0,71.0,23.7,67.4,71.1,18.4,2,-0.91,13.74
63.532,1540.0,29.51957840621811,33.6,8.24,24.5,14.8,35.44,18.41,0.0,1236.0,71.0,23.5,67.5,71.1,18.6,2,-0.97,13.74
63.632,1550.0,29.215428926345854,33.4,8.18,24.5,14.8,34.12,18.46,0.0,1230.0,71.0,23.4,67.5,71.1,18.8,2,-1.0,13.74
63.732,1550.0,28.838256089258998,33.1,8.1,24.5,14.8,33.08,18.52,0.0,1223.0,71.0,23.2,67.5,71.1,18.9,2,-0.99,13.74
63.832,1560.0,28.389002630622436,32.7,8.01,24.5,14.79,34.42,18.59,0.0,1209.0,71.0,22.9,67.5,71.2,19.1,2,-0.93,13.74
63.932,1570.0,27.868791450116078,32.3,7.91,24.5,14.78,34.52,18.67,0.0,1217.0,71.0,22.6,67.6,71.2,19.3,2,-0.84,13.74
64.032,1570.0,27.278922804770453,31.8,7.8,24.5,14.77,34.98,18.76,0.0,1233.0,71.0,22.3,67.6,71.2,19.5,2,-0.72,13.74
64.132,1580.0,26.620871059001256,31.3,7.67,24.5,14.76,36.98,18.87,0.0,1216.0,71.0,21.9,67.6,71.2,19.6,2,-0.57,13.74
64.232,1590.0,25.89628099946621,30.7,7.53,24.5,14.74,36.62,18.98,0.0,1197.0,71.0,21.5,67.7,71.2,19.8,2,-0.39,13.74
64.332,1590.0,25.10696372395493,30.1,7.37,24.5,14.72,31.76,19.1,0.0,1205.0,71.0,21.1,67.7,71.3,20.0,2,-0.2,13.74
64.432,1600.0,24.254892114587705,29.4,7.2,24.5,14.7,35.43,19.24,0.0,1165.0,71.0,20.6,67.7,71.3,20.1,2,-0.01,13.74
64.532,1600.0,23.342195906637635,28.7,7.03,24.5,14.68,38.24,19.38,0.0,1175.0,71.0,20.1,67.7,71.3,20.2,2,0.19,13.74
64.632,1610.0,22.3711563653016,27.9,6.83,24.5,14.66,33.29,19.53,0.0,1201.0,71.0,19.5,67.8,71.3,20.4,2,0.38,13.74
64.732,1610.0,21.344200583725332,27.1,6.63,24.5,14.64,35.82,19.69,0.0,1205.0,71.0,19.0,67.8,71.3,20.5,2,0.56,13.74
64.832,1620.0,20.263895416534517,26.2,6.42,24.5,14.63,36.3,19.86,0.0,1201.0,71.0,18.3,67.8,71.3,20.6,2,0.71,13.74
64.932,1620.0,19.13294106403511,25.3,6.2,24.5,14.62,36.46,20.04,0.0,1199.0,71.0,17.7,67.8,71.4,20.7,2,0.84,13.74
65.033,1620.0,17.954164323118693,24.4,5.97,24.5,14.61,33.21,20.22,0.0,1179.0,71.0,17.1,67.9,71.4,20.7,2,0.93,13.74
65.133,1630.0,16.7305115217425,23.4,5.73,24.5,14.6,33.01,20.42,0.0,1195.0,71.0,16.4,67.9,71.4,20.8,2,0.98,13.74
65.233,1630.0,15.465041154643925,22.4,5.48,24.5,14.6,35.84,20.62,0.0,1201.0,71.0,15.7,67.9,71.4,20.9,2,1.0,13.74
65.333,1630.0,14.160916238696467,21.3,5.23,24.5,14.6,29.54,20.82,0.0,1208.0,71.0,14.9,68.0,71.4,20.9,2,0.98,13.74
65.433,1630.0,12.821396407014893,20.3,4.96,24.5,14.61,32.18,21.03,0.0,1185.0,71.0,14.2,68.0,71.4,20.9,2,0.91,13.74
65.533,1630.0,11.449829761569951,19.2,-7.0,24.5,14.62,10.06,30.6,0.0,1203.0,71.0,13.4,68.0,71.5,21.0,2,0.81,13.74
65.633,1630.0,10.04964450467714,18.0,-7.0,24.5,14.63,13.52,30.6,0.0,1199.0,71.0,12.6,68.0,71.5,21.0,2,0.68,13.74
65.733,1630.0,8.624340370276332,16.9,-7.0,24.5,14.65,13.79,30.6,0.0,1238.0,71.0,11.8,68.1,71.5,20.9,2,0.52,13.74
65.833,1630.0,7.17747987641946,15.7,-7.0,24.5,14.67,16.04,30.6,0.0,1207.0,71.0,11.0,68.1,71.5,20.9,2,0.34,13.74
65.933,1630.0,5.712679420830812,14.6,-7.0,24.5,14.69,11.48,30.6,0.0,1186.0,71.0,10.2,68.1,71.5,20.9,2,0.15,13.74
66.033,1630.0,4.233600241796016,13.4,-7.0,24.5,14.71,12.26,30.6,0.0,1168.0,71.0,9.4,68.2,71.6,20.8,2,-0.05,13.74
66.133,1620.0,2.7439392669731024,12.2,-7.0,24.5,14.73,15.16,30.6,0.0,1201.0,71.0,8.5,68.2,71.6,20.7,2,-0.25,13.74
66.233,1620.0,1.2474198729987147,11.0,-7.0,24.5,14.74,13.94,30.6,0.0,1208.0,71.0,7.7,68.2,71.6,20.6,2,-0.44,13.74
66.333,1620.0,0.0,10.0,-7.0,24.5,14.76,11.97,30.6,0.0,1234.0,71.0,7.0,68.2,71.6,20.5,2,-0.61,13.74
66.433,1610.0,0.0,10.0,-7.0,24.5,14.78,13.42,30.6,0.0,1166.0,71.0,7.0,68.3,71.6,20.4,2,-0.75,13.74
66.533,1610.0,0.0,10.0,-7.0,24.5,14.79,6.21,30.6,0.0,1201.0,71.0,7.0,68.3,71.6,20.3,2,-0.87,13.74
66.633,1600.0,0.0,10.0,-7.0,24.5,14.79,11.66,30.6,0.0,1179.0,71.0,7.0,68.3,71.7,20.2,2,-0.95,13.74
66.733,1600.0,0.0,10.0,-7.0,24.5,14.8,9.86,30.6,0.0,1216.0,71.0,7.0,68.3,71.7,20.1,2,-0.99,13.74
66.833,1600.0,0.0,10.0,-7.0,24.5,14.8,10.6,30.6,0.0,1171.0,71.0,7.0,68.4,71.7,20.0,2,-1.0,13.74
66.933,1590.0,0.0,10.0,-7.0,24.5,14.8,11.31,30.6,0.0,1212.0,71.0,7.0,68.4,71.7,19.9,2,-0.96,13.74
67.034,1590.0,0.0,10.0,-7.0,24.5,14.79,13.04,30.6,0.0,1231.0,71.0,7.0,68.4,71.7,19.8,2,-0.89,13.74
67.134,1580.0,0.0,10.0,-7.0,24.5,14.78,13.33,30.6,0.0,1202.0,71.0,7.0,68.5,71.7,19.7,2,-0.78,13.74
67.234,1580.0,0.0,10.0,-7.0,24.5,14.76,12.79,30.6,0.0,1179.0,71.0,7.0,68.5,71.8,19.6,2,-0.64,13.74
67.334,1580.0,0.0,10.0,-7.0,24.5,14.75,14.36,30.6,0.0,1197.0,71.0,7.0,68.5,71.8,19.5,2,-0.47,13.74
67.434,1570.0,0.0,10.0,-7.0,24.5,14.73,14.06,30.6,0.0,1191.0,71.0,7.0,68.5,71.8,19.4,2,-0.28,13.74
67.534,1570.0,0.0,10.0,-7.0,24.5,14.71,11.53,30.6,0.0,1202.0,71.0,7.0,68.6,71.8,19.3,2,-0.09,13.74
67.634,1560.0,0.0,10.0,-7.0,24.5,14.69,9.71,30.6,0.0,1199.0,71.0,7.0,68.6,71.8,19.2,2,0.11,13.74
67.734,1560.0,0.0,10.0,-7.0,24.5,14.67,11.66,30.6,0.0,1200.0,71.0,7.0,68.6,71.8,19.1,2,0.31,13.74
67.834,1560.0,0.0,10.0,-7.0,24.5,14.65,10.68,30.6,0.0,1234.0,71.0,7.0,68.6,71.9,19.0,2,0.49,13.74
67.934,1550.0,0.0,10.0,-7.0,24.5,14.63,11.76,30.6,0.0,1238.0,71.0,7.0,68.7,71.9,18.9,2,0.65,13.74
68.034,1550.0,0.0,10.0,-7.0,24.5,14.62,14.35,30.6,0.0,1179.0,71.0,7.0,68.7,71.9,18.8,2,0.79,13.74
68.134,1540.0,0.0,10.0,-7.0,24.5,14.61,12.23,30.6,0.0,1189.0,71.0,7.0,68.7,71.9,18.7,2,0.9,13.74
68.234,1540.0,0.0,10.0,-7.0,24.5,14.6,11.98,30.6,0.0,1222.0,71.0,7.0,68.8,71.9,18.6,2,0.97,13.74
68.334,1540.0,0.0,10.0,-7.0,24.5,14.6,13.14,30.6,0.0,1202.0,71.0,7.0,68.8,72.0,18.5,2,1.0,13.74
68.434,1530.0,0.0,10.0,-7.0,24.5,14.6,9.92,30.6,0.0,1158.0,71.0,7.0,68.8,72.0,18.4,2,0.99,13.74
68.534,1530.0,0.0,10.0,-7.0,24.5,14.61,11.7,30.6,0.0,1213.0,71.0,7.0,68.8,72.0,18.3,2,0.94,13.74
68.634,1520.0,0.0,10.0,-7.0,24.5,14.61,11.49,30.6,0.0,1186.0,71.0,7.0,68.9,72.0,18.2,2,0.86,13.74
68.734,1520.0,0.0,10.0,-7.0,24.5,14.63,12.35,30.6,0.0,1208.0,71.0,7.0,68.9,72.0,18.1,2,0.74,13.74
68.834,1520.0,0.0,10.0,-7.0,24.5,14.64,11.44,30.6,0.0,1220.0,71.0,7.0,68.9,72.0,18.0,2,0.59,13.74
68.934,1510.0,0.0,10.0,-7.0,24.5,14.66,16.43,30.6,0.0,1194.0,71.0,7.0,68.9,72.1,17.9,2,0.42,13.74
